Site;Potfolio;Status;Estado;Cidade;Latitude_Decimal;Longitude_Decimal;Primeiro;Origem;Dispo;Classe;Data;Pred;Total;Estrutura;Extensao;Tipo;Reforco;Cliente_1;Cliente_2;Cliente_3;Cliente_4;Cliente_5;Estacao
1719;C;Active;GO;Goiânia;-54,00045;-48,452545;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;;;;;1002900120
1720;C;Active;GO;Goiânia;-52,382351;-48,480453;H;A;Y;C;29/04/2015;;;39;N;Self Support;N;;;;;;1002900341
1721;C;Active;GO;Goiânia;-52,330522;-48,452264;H;A;Y;C;29/04/2015;;;35;N;Monopole;N;;;;;;1002900384
1722;C;Active;GO;Goiânia;-52,333652;-48,435825;H;A;Y;C;29/04/2015;;;45;N;Monopole;N;;;;;;1002900520
1723;C;Active;GO;Goiânia;-52,335522;-48,420825;H;A;Y;B;29/04/2015;;;6;N;Mastil;N;;X;;;;1002900600
1724;C;Active;GO;Goiânia;-52,334652;-48,506554;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;;;;;1002900767
1725;C;Active;GO;Goiânia;-52,385228;-48,553264;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;X;;;;1002900899
1726;C;Active;GO;Goiânia;-54,002436;-48,525208;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;;;;;1002900970
1727;C;Active;GO;Goiânia;-54,006006;-48,468032;H;A;Y;B;29/04/2015;;41.2;2;N;Mastil;N;;X;;;;1002902247
1728;C;Active;GO;Goiânia;-54,050524;-48,485209;H;A;Y;B;29/04/2015;20;22;2;N;Mastil;N;;;;;;1002904045
1729;C;Active;GO;Goiânia;-54,002436;-48,524208;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;X;;;;1002911130
1730;C;Active;GO;Goiânia;-54,002622;-48,542542;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;;;;;1002911378
1731;C;Active;GO;Goiânia;-52,350425;-48,452526;H;A;Y;C;29/04/2015;0;46.8;46.8;N;Self Support;N;;X;;;;1002943571
1732;C;Active;GO;Goiânia;-54,00045;-48,450825;H;A;Y;B;29/04/2015;;;3;N;Mastil;N;;;;;;1002978677
1733;C;Active;GO;Goiânia;-54,008229;-48,435386;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;X;;;;1003002479
1734;C;Active;GO;Goiânia;-54,005844;-48,555554;H;A;Y;B;29/04/2015;22;25;3;N;Mastil;N;;;;;;1003009236
1735;C;Active;GO;Goiânia;-52,336844;-48,520042;H;A;Y;B;29/04/2015;;;3;N;Mastil;N;;;;;;1003144516
1736;C;Active;GO;Goiânia;-52,325228;-48,552264;H;A;Y;B;29/04/2015;;;6;N;Mastil;N;;X;;;;1003338140
1737;C;Active;GO;Goiânia;-54,055285;-48,486386;H;A;Y;B;29/04/2015;;;3;N;Mastil;N;;;;;;1003445753
1738;C;Active;GO;Goiânia;-52,332435;-48,464486;H;A;Y;B;29/04/2015;37;39;2;N;Mastil;N;;X;;;;1003517436
1739;C;Active;GO;Goiânia;-52,382428;-48,460485;H;A;Y;B;29/04/2015;;;3;N;Mastil;N;;;;;;1003517657
1740;C;Active;GO;Goiânia;-52,323444;-48,452854;H;A;Y;B;29/04/2015;;;5;N;Mastil;N;;X;;;;1003875359
1741;C;Active;GO;Goiânia;-54,004506;-48,454264;H;A;Y;B;29/04/2015;;;2;N;Mastil;N;;;;;;1004010637
1742;C;Active;GO;Goiânia;-52,34545;-48,452264;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;X;;;;1002978928
1743;C;Active;GO;Goiânia;-52,84024;-48,460546;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;1001836097
1744;C;Active;GO;Goiânia;-52,352222;-48,456344;H;A;Y;C;30/09/2015;;;60;N;Self Support;N;;X;X;;;1002588488
1745;C;Active;GO;Goiânia;-54,055489;-48,422222;H;A;Y;C;30/09/2015;;;30;N;Self Support;N;;X;;;;1002561172
1746;C;Active;GO;Goiânia;-52,3225;-48,453567;H;A;Y;C;30/09/2015;;;40;N;Self Support;N;;X;;;;1002335903
1747;C;Active;GO;Goiânia;-52,380222;-48,554444;H;A;Y;B;30/09/2015;;;2;N;Mastil;N;;;;;;683027107
1748;C;Active;GO;Goiânia;-52,358889;-48,445344;H;A;Y;C;30/09/2015;;;40;N;Self Support;N;;;;;;684591871
1749;C;Active;GO;Goiânia;-52,834222;-48,454656;H;A;Y;C;30/09/2015;;;44;N;Self Support;N;;X;;;;1000024501
1750;C;Active;GO;Goiânia;-52,3425;-48,504889;H;A;Y;C;30/09/2015;0;35;35;N;Self Support;N;;X;;;;684077116
1751;C;Active;GO;Goiânia;-52,332222;-48,524889;H;A;Y;C;30/09/2015;;;61;N;Self Support;N;;;;;;692605908
1752;C;Active;GO;Goiânia;-52,323444;-48,465667;H;A;Y;B;30/09/2015;0;0;0;N;Mastil;N;;;;;;689290896
1753;C;Active;GO;Goiânia;-52,386447;-48,445624;H;B;Y;B;01/01/2018;51;54;3;;Mastil;;;;;;;684679523
1754;C;Active;GO;Goiânia;-52,38406;-48,44556;H;A;N;C;09/06/2016;0;27;27;;Self Support;;;;;;;684542595
1755;C;Active;GO;Goiânia;-52,83325;-48,445444;H;A;Y;C;09/06/2016;;;40;;Self Support;;;X;;;;684679540
1756;C;Active;GO;Goiânia;-52,364406;-48,442556;H;A;Y;B;09/06/2016;;;3;;Mastil;;;X;;;;687650240
1757;C;Active;GO;Goiânia;-52,353555;-48,468556;H;A;Y;C;09/06/2016;;;40;;Self Support;;;X;X;;;686130154
1758;C;Active;GO;Goiânia;-54,050602;-48,552052;H;A;Y;B;20/12/2016;54;64;10;;Mastil;;;;;;;684426331
1759;D;Active;GO;Goiânia;-55,354255;-48,324228;A;A;Y;C;27/08/2015;0;18;18;;Self Support;;;;;;;684415860
1760;A;Active;GO;Goiânia;-55,346222;-43,002267;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;684680068
1761;A;Active;GO;Goiânia;-55,364445;-48,325555;E;A;Y;C;19/11/2014;0;49;49;N;Self Support;N;;;;;;690341601
1762;A;Active;GO;Goiânia;-55,342489;-48,382267;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;691217939
1763;A;Active;GO;Goiânia;-55,845444;-48,366556;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;690342276
1764;A;Active;GO;Goiânia;-55,345445;-48,345555;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;684848430
1765;A;Active;GO;Goiânia;-55,355834;-48,38462;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;691218412
1766;C;In Development;GO;Goiânia;-56,242366;-43,055566;G;B;Y;C;;;;40;N;Self Support;N;;;;;;683843400
1767;A;Active;GO;Goiânia;-56,400532;-43,054462;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;688538940
1768;E;Active;GO;Goiânia;-56,445022;-43,055444;D;A;Y;C;06/12/2013;0;45;45;N;Self Support;N;;;;;;1000967988
1769;C;Active;GO;Goiânia;-56,443502;-43,054254;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;X;;;;684935694
1770;A;Active;GO;Goiânia;-56,254455;-43,025565;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;684848392
1771;C;Active;GO;Goiânia;-56,284335;-43,026488;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;X;;;;689462328
1772;A;Active;GO;Goiânia;-56,285286;-43,023004;E;A;Y;C;19/11/2014;;;30.6;N;Self Support;N;;;;;;684415445
1773;D;Active;GO;Goiânia;-56,543455;-48,364256;I;A;Y;C;19/11/2014;;;51;N;Self Support;N;;;;;;683454161
1774;A;Active;GO;Goiânia;-54,284443;-43,854259;E;A;Y;C;19/11/2014;0;30.7;30.7;N;Self Support;N;;;;;;683134337
1775;C;Active;GO;Goiânia;-54,402346;-44,532404;H;B;Y;C;14/11/2014;;60;60;N;Self Support;N;;;;;;683454145
1776;A;Active;GO;Goiânia;-54,448222;-44,523255;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;684649799
1777;C;Active;GO;Goiânia;-54,434656;-44,533444;H;A;Y;C;30/09/2015;;;61;N;Self Support;N;;X;;;;684442973
1778;D;Active;GO;Goiânia;-54,434233;-44,20446;G;A;Y;C;30/03/2012;;;30;N;Self Support;N;;;;;;690239769
1779;C;Active;GO;Goiânia;-54,426557;-44,205244;H;B;Y;C;25/11/2013;;40;40;N;Self Support;N;;;;;;690236115
1780;A;Active;GO;Goiânia;-54,435562;-44,20046;E;A;Y;C;19/11/2014;;;29.7;N;Self Support;N;;;;;;1005657731
1781;C;Active;GO;Goiânia;-54,24465;-44,4062;H;B;Y;C;20/03/2018;0;60;60;;Self Support;;;;;;;1005657758
1782;A;Active;GO;Goiânia;-54,252489;-44,234548;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1005657766
1783;A;Active;GO;Goiânia;-54,584225;-44,625537;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1006430358
1784;A;Active;GO;Goiânia;-54,220444;-44,540454;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1006430366
1785;A;Active;GO;Goiânia;-54,454444;-44,425534;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007191314
1786;A;Active;GO;Goiânia;-54,223442;-44,560463;E;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;1007191322
1787;A;Active;GO;Goiânia;-54,043445;-44,62454;E;A;Y;C;19/11/2014;;;50.4;N;Self Support;N;;;;;;1007191349
1788;A;Active;GO;Goiânia;-54,458223;-44,548543;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007191357
1789;A;Active;GO;Goiânia;-54,444222;-44,408543;E;A;N;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;1007191365
1790;A;Active;GO;Goiânia;-54,465445;-44,446535;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007191390
1791;A;Active;GO;Goiânia;-54,405567;-44,224548;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007191446
1792;A;Active;GO;Goiânia;-54,443445;-44,223244;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007191454
1793;A;Active;GO;Goiânia;-54,534442;-44,405534;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;1007191462
1794;A;Active;GO;Goiânia;-54,200444;-44,550086;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1007191470
1795;D;Active;GO;Goiânia;-55,563828;-44,600355;I;A;Y;C;19/11/2014;;80;80;N;Self Support;N;;;;;;1007191527
1796;A;Active;GO;Goiânia;-52,225286;-43,52656;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007191535
1797;A;Active;GO;Goiânia;-52,66628;-43,533256;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1007191543
1798;A;Active;GO;Goiânia;-52,830448;-43,538505;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007191560
1799;A;Active;GO;Goiânia;-52,635443;-43,522226;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007191578
1800;D;Active;GO;Goiânia;-52,26406;-43,52585;I;A;Y;C;19/11/2014;0;69;69;N;Self Support;N;;;;;;1007191594
1801;A;Active;GO;Goiânia;-55,405225;-43,24556;E;A;Y;C;19/11/2014;;;12;N;Self Support;N;;;;;;1007191616
1802;C;Active;GO;Goiânia;-55,254423;-43,424269;H;A;Y;C;29/04/2015;;;61;N;Self Support;N;;X;;;;1007191632
1803;A;Active;GO;Goiânia;-55,565563;-43,454252;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;1007191640
1804;A;Active;GO;Goiânia;-55,25456;-43,425425;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;1007191683
1805;A;Active;GO;Goiânia;-55,252485;-43,465552;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007191705
1806;A;Active;GO;Goiânia;-55,452485;-43,858505;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007191713
1807;A;Active;GO;Goiânia;-55,254423;-43,232262;E;A;Y;C;19/11/2014;;;12;N;Self Support;N;;;;;;1007191721
1808;A;Active;GO;Goiânia;-55,455224;-43,583255;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007191730
1809;A;Active;GO;Goiânia;-52,345227;-44,055081;E;A;Y;C;19/11/2014;;;80;N;Self Support;N;;;;;;1007191764
1810;A;Active;GO;Goiânia;-54,520567;-44,02508;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007191772
1811;A;Active;GO;Goiânia;-52,364442;-44,550086;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007191780
1812;A;Active;GO;Goiânia;-54,566222;-44,365458;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;1007191799
1813;A;Active;GO;Goiânia;-52,886226;-44,028546;E;A;Y;C;19/11/2014;;;70;N;Self Support;N;;;;;;1007191802
1814;A;Active;GO;Goiânia;-52,026228;-48,866555;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;1007191810
1815;A;Active;GO;Goiânia;-52,042484;-48,856554;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007191837
1816;A;Active;GO;Goiânia;-52,484445;-48,855045;E;A;N;C;19/11/2014;;;40;N;Self Support;N;;;;;;1007191845
1817;A;Active;GO;Goiânia;-52,552433;-48,250421;E;A;Y;C;19/11/2014;;;100;N;Self Support;N;;X;;;;1007191853
1818;A;Active;GO;Goiânia;-52,546285;-48,265425;E;A;Y;C;19/11/2014;0;99;99;N;Self Support;N;;;;;;1007191870
1819;A;Active;GO;Goiânia;-52,424225;-48,236555;E;A;Y;C;19/11/2014;0;29;29;N;Self Support;N;;;;;;1007191888
1820;A;Active;GO;Goiânia;-52,555442;-48,840425;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;1007191896
1821;A;Active;GO;Goiânia;-52,452435;-48,260044;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;1007191918
1822;A;Active;GO;Goiânia;-52,664226;-48,250425;E;A;Y;C;19/11/2014;0;36.6;36.6;N;Self Support;N;;;;;;1007191942
1823;C;Active;GO;Goiânia;-52,554053;-48,202265;H;A;Y;C;29/04/2015;;;45;N;Monopole;N;;;;;;1007191950
1824;C;Active;GO;Goiânia;-52,365848;-43,254263;H;A;Y;C;29/04/2015;0;51.7;51.7;N;Self Support;N;;;;;;1007191969
1825;C;Active;GO;Goiânia;-52,362825;-43,260556;H;A;Y;C;30/06/2017;0;60;60;;Mastil;;;;;;;1007393480
1826;C;Active;GO;Goiânia;-52,463655;-43,286558;H;A;Y;C;29/04/2015;;;100;N;Self Support;N;;;;;;431367329
1827;A;Active;SP;São Paulo;-52,424445;-43,245553;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;641273924
1828;C;Active;SP;São Paulo;-52,445846;-43,254345;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;X;;;;659060582
1829;A;Active;SP;São Paulo;-52,423446;-43,254254;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;659061201
1830;C;Active;SP;São Paulo;-52,442555;-43,254481;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;;;;;659061236
1831;A;Active;SP;São Paulo;-52,468643;-43,285805;E;A;Y;C;19/11/2014;0;58.6;58.6;N;Self Support;N;;;;;;659061325
1832;A;Active;SP;São Paulo;-52,500442;-43,460043;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;659061392
1833;D;Active;SP;São Paulo;-52,256585;-45,345545;G;A;Y;C;30/03/2012;0;40;40;N;Self Support;N;;;;;;659061678
1834;A;Active;SP;São Paulo;-52,845282;-43,035046;E;A;Y;C;19/11/2014;;;101.4;N;Self Support;N;;;;;;665609078
1835;A;Active;SP;São Paulo;-52,223442;-43,022268;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;668006030
1836;A;Active;SP;São Paulo;-52,265282;-43,084253;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;683192230
1837;A;Active;SP;São Paulo;-52,250448;-43,064253;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;683232100
1838;A;Active;SP;São Paulo;-52,345444;-43,033254;E;A;Y;C;19/11/2014;0;82.5;82.5;N;Self Support;N;;;;;;683232134
1839;C;Active;SP;São Paulo;-52,654505;-48,322823;H;A;Y;C;29/04/2015;;;61;N;Self Support;N;;X;;;;683238620
1840;E;Active;SP;São Paulo;-52,254485;-48,53455;D;A;Y;C;06/12/2013;0;59.2;59.2;N;Self Support;N;;;;;;683504150
1841;C;Active;SP;São Paulo;-52,626556;-48,626556;H;A;Y;C;30/09/2015;0;60.7;60.7;N;Self Support;N;;;;;;683504355
1842;D;Active;SP;São Paulo;-52,628232;-48,626505;G;A;Y;C;31/08/2012;;;30;N;Monopole;N;;;;;;683504401
1843;C;Active;SP;São Paulo;-55,222356;-45,826402;G;B;Y;C;17/11/2005;0;50;50;N;Self Support;N;;;;;;683504428
1844;A;Active;SP;São Paulo;-55,553426;-45,254558;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;683504673
1845;A;Active;SP;São Paulo;-55,064426;-45,644553;E;A;Y;C;19/11/2014;0;30.5;30.5;N;Self Support;N;;;;;;683574353
1846;A;Active;SP;São Paulo;-55,543425;-45,848553;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;683574361
1847;A;Active;SP;São Paulo;-55,063426;-45,632285;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;683598511
1848;A;Active;SP;São Paulo;-50,824424;-45,652285;E;A;Y;C;19/11/2014;0;35;35;N;Self Support;N;;;;;;683598520
1849;A;Active;SP;São Paulo;-50,330446;-45,223223;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;683598546
1850;A;Active;SP;São Paulo;-55,525446;-45,283223;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;683598570
1851;A;Active;SP;São Paulo;-55,08522;-45,586522;E;A;Y;C;19/11/2014;;;40;N;Self Support;N;;;;;;683598597
1852;A;Active;SP;São Paulo;-55,225553;-45,225065;E;A;Y;C;19/11/2014;0;39.6;39.6;N;Self Support;N;;;;;;683967576
1853;A;Active;SP;São Paulo;-55,544254;-45,848553;E;A;Y;C;19/11/2014;;;100;N;Self Support;N;;;;;;683967592
1854;D;Active;SP;São Paulo;-52,44252;-48,35404;G;A;Y;C;30/06/2012;;;40;N;Self Support;N;;;;;;683967622
1855;C;Active;SP;São Paulo;-52,444652;-48,352244;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;684053381
1856;A;Active;SP;São Paulo;-55,425441;-43,884506;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;684136082
1857;C;Active;SP;São Paulo;-52,558655;-48,430222;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;X;;;;684136155
1858;D;Active;SP;São Paulo;-52,602252;-48,436222;G;A;Y;C;30/03/2012;;;60;N;Self Support;N;;;;;;684136260
1859;D;Active;SP;São Paulo;-52,54403;-48,5843;G;A;Y;C;30/03/2012;;;70;N;Self Support;N;;;;;;684136341
1860;C;Active;SP;São Paulo;-55,602665;-48,580824;H;A;Y;C;29/04/2015;;;30;N;Self Support;N;;;;;;684136520
1861;C;In Development;SP;São Paulo;-55,6355;-48,553489;H;B;Y;C;;;;80;;Self Support;;;;;;;684136562
1862;C;Active;SP;São Paulo;-52,454888;-45,222287;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;;;;;684137003
1863;D;Active;SP;São Paulo;-52,425236;-45,825486;G;A;Y;C;30/03/2012;;;40;N;Self Support;N;;;;;;684137011
1864;B;Active;SP;São Paulo;-54,52424;-42,344365;E;A;Y;C;01/03/2011;0;40;40;N;Self Support;N;;X;;;;684328640
1865;C;Active;SP;São Paulo;-50,455331;-40,536335;H;B;Y;C;23/12/2014;;70;70;N;Self Support;N;;;;;;684328690
1866;C;Active;SP;São Paulo;-50,454431;-40,584224;H;A;Y;C;29/04/2015;;;41;N;Self Support;N;;;;;;684328887
1867;C;Active;SP;São Paulo;-50,434046;-40,584507;H;B;Y;C;24/01/2014;;60;60;N;Self Support;N;;;;;;684390884
1868;C;Active;SP;São Paulo;-3,242455;-45,8265;G;B;Y;C;30/11/2005;0;50;50;N;Self Support;N;;;;;;684498359
1869;D;Active;SP;São Paulo;-3,526262;-45,554506;G;A;N;C;30/06/2012;0;70;70;N;Self Support;N;;;;;;684498383
1870;C;Active;SP;São Paulo;-54,550446;-44,580356;H;A;Y;C;29/04/2015;;;61;N;Self Support;N;;;;;;684498391
1871;D;Active;SP;São Paulo;-54,5425;-44,5263;G;A;Y;C;30/06/2012;;;41;N;Self Support;N;;;;;;684498413
1872;A;Active;SP;São Paulo;-52,865444;-44,683244;E;A;N;C;19/11/2014;0;60;60;N;Self Support;N;;;;;;684498421
1873;A;Active;SP;São Paulo;-52,258536;-44,355854;E;A;Y;C;19/11/2014;0;60;60;N;Self Support;N;;X;;;;684582740
1874;A;Active;SP;São Paulo;-52,845227;-44,352402;E;A;N;C;19/11/2014;;;12;N;Self Support;N;;;;;;684590336
1875;A;Active;SP;São Paulo;-52,354226;-44,842406;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;684590360
1876;A;Active;SP;São Paulo;-52,560445;-43,440042;E;A;Y;C;19/11/2014;0;29.5;29.5;N;Self Support;N;;;;;;684590476
1877;A;Active;SP;São Paulo;-52,052489;-43,425558;E;A;Y;C;19/11/2014;;;12;N;Self Support;N;;;;;;684590700
1878;A;Active;SP;São Paulo;-52,022488;-43,486554;E;A;N;C;19/11/2014;;;12;N;Self Support;N;;;;;;684656809
1879;A;Active;SP;São Paulo;-52,038223;-43,452263;E;A;Y;C;19/11/2014;;;42;N;Self Support;N;;;;;;684657171
1880;A;Active;SP;São Paulo;-55,534446;-48,35425;E;A;Y;C;19/11/2014;;;17.95;N;Self Support;N;;;;;;684657554
1881;C;Active;SP;São Paulo;-55,645227;-43,000534;H;A;Y;C;29/04/2015;;;65;N;Self Support;N;;;;;;684760878
1882;A;Active;SP;São Paulo;-55,623446;-43,502262;E;A;Y;C;19/11/2014;;;30.29;N;Self Support;N;;;;;;684761220
1883;C;Active;SP;São Paulo;-55,665339;-48,333266;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;;;;;684763281
1884;A;Active;SP;São Paulo;-55,658221;-48,322265;E;A;N;C;19/11/2014;;;20;N;Self Support;N;;;;;;684763290
1885;C;Active;SP;São Paulo;-55,622222;-43,008056;H;A;Y;C;30/09/2015;;;41;N;Self Support;N;;;;;;684763303
1886;A;Active;SP;São Paulo;-55,658244;-43,006455;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;684763311
1887;A;Active;SP;São Paulo;-55,242483;-48,34325;E;A;Y;C;19/11/2014;;;18.01;N;Self Support;N;;;;;;684849526
1888;A;Active;SP;São Paulo;-55,65088;-43,24042;E;A;Y;C;19/11/2014;0;80;80;N;Self Support;N;;;;;;684849569
1889;A;Active;SP;São Paulo;-55,643446;-43,054256;E;A;Y;C;19/11/2014;0;96.8;96.8;N;Self Support;N;;;;;;684850117
1890;A;Active;SP;São Paulo;-55,646227;-43,042267;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;684853221
1891;A;Active;SP;São Paulo;-55,626226;-48,355555;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;684918340
1892;A;Active;SP;São Paulo;-55,645565;-43,542262;E;A;Y;C;19/11/2014;0;28.7;28.7;N;Self Support;N;;;;;;685085589
1893;A;Active;SP;São Paulo;-55,645655;-43,540222;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;685085660
1894;A;Active;SP;São Paulo;-55,658221;-43,033255;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;685085716
1895;A;Active;SP;São Paulo;-55,605225;-48,333251;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;685085732
1896;A;Active;SP;São Paulo;-55,605404;-43,058402;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;685085961
1897;A;Active;SP;São Paulo;-55,55253;-48,383805;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;686841417
1898;A;Active;SP;São Paulo;-55,603553;-43,045668;E;A;Y;C;19/11/2014;0;27;27;N;Self Support;N;;;;;;687447720
1899;A;Active;SP;São Paulo;-55,653504;-48,382234;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;687448182
1900;A;Active;SP;São Paulo;-55,200444;-43,034255;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;687448204
1901;A;Active;SP;São Paulo;-55,253443;-48,333251;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;687583039
1902;A;Active;SP;São Paulo;-55,202483;-43,020422;E;A;Y;C;19/11/2014;;;30;N;Self Support;N;;;;;;687583098
1903;A;Active;SP;São Paulo;-55,555224;-40,254508;E;A;Y;C;19/11/2014;0;29;29;N;Self Support;N;;;;;;687988845
1904;A;Active;SP;São Paulo;-55,502485;-40,206565;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;688353789
1905;A;Active;SP;São Paulo;-55,486385;-40,285452;E;A;Y;C;19/11/2014;;;18;N;Self Support;N;;;;;;688399606
1906;A;Active;SP;São Paulo;-55,423423;-40,224508;E;A;N;C;19/11/2014;0;18;18;N;Self Support;N;;;;;;689101260
1907;D;Active;SP;São Paulo;-52,282262;-48,420544;I;A;Y;C;19/11/2014;;;50;N;Self Support;N;;;;;;689301685
1908;E;Active;SP;São Paulo;-52,230525;-48,405386;D;A;Y;C;06/12/2013;0;60;60;N;Self Support;N;;;;;;689353960
1909;C;Active;SP;São Paulo;-52,230225;-48,402522;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;X;;;;689353979
1910;E;Active;SP;São Paulo;-52,255222;-48,428341;D;A;Y;C;06/12/2013;0;60;60;N;Self Support;Y;;X;;;;689487886
1911;C;Active;SP;São Paulo;-52,85556;-48,444424;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;689634510
1912;E;Active;SP;São Paulo;-52,2324;-48,4444;D;A;Y;C;06/12/2013;0;60;60;N;Self Support;N;;;;;;689634579
1913;A;Active;SP;São Paulo;-52,324443;-44,452238;E;A;N;C;19/11/2014;;;18;N;Self Support;N;;;;;;689634617
1914;C;Active;SP;São Paulo;-3,424825;-40,808551;H;A;Y;B;29/04/2015;32;38;6;N;Mastil;N;;;;;;689983204
1915;C;Active;SP;São Paulo;-52,034056;-45,65;B;B;Y;C;30/10/2015;;40;40;N;Self Support;N;;X;;;;689983212
1916;C;Active;SP;São Paulo;-52,032336;-45,650081;H;A;Y;C;29/04/2015;;;30;N;Self Support;N;;;;;;691098310
1917;A;Active;SP;São Paulo;-54,263442;-45,450442;E;A;N;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;691277915
1918;A;Active;SP;São Paulo;-54,323445;-45,204223;E;A;N;C;19/11/2014;;;30;N;Self Support;N;;;;;;691284881
1919;D;Active;SP;São Paulo;-54,032353;-45,28624;I;A;Y;C;30/06/2012;;;50;N;Self Support;N;;;;;;691294810
1920;A;Active;SP;São Paulo;-54,025352;-45,244236;E;A;Y;C;19/11/2014;0;30;30;N;Self Support;N;;;;;;692257560
1921;A;Active;SP;São Paulo;-54,565286;-45,250441;E;A;Y;C;19/11/2014;0;45;45;N;Self Support;N;;;;;;692258590
