Site;Potfolio;Status;Estado;Cidade;Latitude_Decimal;Longitude_Decimal;Primeiro;Origem;Dispo;Classe;Data;Pred;Total;Estrutura;Extensao;Tipo;Reforco;Cliente_1;Cliente_2;Cliente_3;Cliente_4;Cliente_5;Estacao
210;C;Active;AP;Macapá;-3,522222;-46,406489;H;A;Y;C;30/09/2015;;;40;N;Self Support;N;;;;;;682912859
211;D;Active;AP;Macapá;-3,5245;-42,22808;G;A;Y;C;30/06/2012;;;70;N;Self Support;N;;;;;;682913162
212;C;Active;AP;Macapá;-3,482467;-45,843054;G;B;Y;C;27/11/2008;0;40;40;N;Self Support;N;;;;;;682913286
213;C;Active;AP;Macapá;-3,485555;-45,844303;H;A;Y;C;29/04/2015;;;72;N;Self Support;N;;;;;;682913316
214;D;Active;AP;Macapá;-8,344453;-45,665529;I;A;Y;C;19/11/2014;;;71.19;N;Self Support;N;;;;;;683013920
215;C;Active;AP;Macapá;-8,344533;-45,66445;H;A;Y;C;29/04/2015;;;102;N;Self Support;N;;;;;;683014030
216;C;Active;AP;Macapá;-3,545265;-42,235863;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;683014110
217;C;Active;AP;Macapá;-3,502667;-42,823084;G;B;Y;C;21/12/2016;0;60;60;;Self Support;;;;;;;683014196
218;A;Active;AP;Macapá;-3,420432;-42,526344;A;A;Y;C;14/07/2017;0;29;29;;Self Support;;;;;;;683534947
219;C;Active;AP;Macapá;-3,555389;-42,530407;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;;;;;683535277
220;D;Active;AP;Macapá;-3,55825;-42,534084;G;A;Y;C;31/08/2012;;;70;N;Self Support;N;;;;;;684124572
221;C;Active;AP;Macapá;-3,625222;-42,444;G;B;Y;C;01/02/2018;0;60;60;;Self Support;;;;;;;684386194
222;C;Active;AP;Macapá;-3,40825;-46,645852;G;B;Y;C;02/12/2008;0;41;41;N;Self Support;N;;;;;;684386216
223;A;Active;AP;Macapá;-3,424266;-46,642524;H;A;Y;C;27/06/2014;;;40;N;Self Support;N;;;;;;684389711
224;C;Active;AP;Macapá;-3,406545;-46,655024;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;;;;;684901390
225;C;Active;AP;Macapá;-3,455065;-46,654525;G;B;Y;C;26/01/2009;0;60;60;N;Self Support;N;;;;;;684903407
226;C;Active;AP;Macapá;-3,40425;-46,624453;H;A;Y;C;29/04/2015;;;45;N;Monopole;N;;;;;;685077950
227;C;Active;AP;Macapá;-3,240422;-42,440649;G;B;Y;C;28/11/2016;0;70;70;;Self Support;;;;;;;685080927
228;A;Active;AP;Macapá;-3,852254;-42,4525;A;A;Y;C;18/06/2018;0;28;28;;Monopole;;;;;;;686880765
229;C;Active;AP;Macapá;-3,465255;-45,554543;G;B;Y;C;03/11/2008;0;41;41;N;Self Support;N;;;;;;687446970
230;C;Active;AP;Macapá;-3,246465;-45,436302;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;;;;;688207707
231;D;Active;AP;Macapá;-3,242356;-45,488585;G;A;Y;C;04/12/2012;;;40;N;Self Support;N;;;;;;688590683
232;A;Active;AP;Macapá;-50,26554;-46,50525;A;A;Y;C;19/11/2014;0;30;30;;Self Support;;;;;;;688825133
233;D;Active;AP;Macapá;-50,28225;-46,56305;G;A;Y;C;30/06/2012;;;60;N;Self Support;Y;;;;;;688905331
234;A;Active;AP;Macapá;-50,46662;-46,55;A;A;Y;C;19/11/2014;0;30;30;;Self Support;;;;;;;688906125
235;C;Active;AP;Macapá;-50,465245;-46,445383;H;A;Y;C;29/04/2015;0;74.5;74.5;N;Self Support;N;;;;;;688962726
236;C;Active;AP;Macapá;-3,604568;-45,30802;G;B;Y;C;22/12/2008;0;40;40;N;Self Support;N;;X;;;;688963897
237;C;Active;AP;Macapá;-3,65443;-46,02235;G;B;Y;C;27/11/2008;0;41;41;N;Self Support;N;;;;;;689127197
238;D;Active;AP;Macapá;-3,606842;-45,356609;G;A;Y;C;30/03/2012;;;40;N;Monopole;N;;;;;;689442718
239;C;Active;AP;Macapá;-3,608634;-42,265222;G;B;Y;C;31/12/2016;0;70;70;;Self Support;;;;;;;689607644
240;C;Active;AP;Macapá;-3,482222;-42,662222;H;A;Y;C;30/09/2015;;;30;N;Self Support;N;;;;;;689900201
241;D;Active;AP;Macapá;-3,402425;-42,285402;G;A;Y;C;31/08/2012;;;40;N;Self Support;Y;;;;;;690357877
242;C;Active;AP;Macapá;-3,043532;-45,402556;G;B;Y;C;26/05/2009;0;60;60;N;Self Support;Y;;X;;;;690985177
243;C;Active;AP;Macapá;-3,052345;-45,438626;H;A;N;C;29/04/2015;0;60;60;N;Self Support;N;;;;;;691187061
244;C;Active;AP;Macapá;-50,530332;-46,844534;H;A;Y;C;29/04/2015;;;72;N;Self Support;N;;;;;;691290709
245;C;Active;AP;Macapá;-50,064602;-46,634243;H;A;Y;C;29/04/2015;;;84;N;Self Support;N;;;;;;692274235
246;C;Active;AP;Macapá;-3,48085;-45,840268;G;B;Y;C;18/12/2009;0;41;41;N;Self Support;N;;;;X;;692314830
247;C;Active;AP;Macapá;-3,482656;-45,844024;H;A;Y;C;29/04/2015;;;84;N;Self Support;N;;;;;;692314849
248;C;Active;AP;Macapá;-3,485255;-45,300524;H;A;Y;C;29/04/2015;;;72;N;Self Support;N;;;;;;692314873
249;C;Active;AP;Macapá;-3,520256;-45,806364;H;A;Y;C;29/04/2015;;;42;N;Self Support;N;;X;;;;692327320
250;C;Active;AP;Macapá;-3,6044;-45,82548;E;B;Y;C;24/09/2008;0;50;50;N;Self Support;N;;;;;;692335706
251;C;Active;AP;Macapá;-3,464629;-42,248486;H;B;Y;C;30/11/2011;;;40;N;Self Support;N;;;;;;692335773
252;C;Active;AP;Macapá;-3,420382;-42,245636;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;692692533
253;C;Active;AP;Macapá;-3,452655;-45,566684;G;B;Y;C;03/06/2009;0;50;50;N;Self Support;N;;;;;;692823263
254;A;Active;AP;Macapá;-3,222253;-45,645483;A;A;Y;C;14/07/2017;0;17;17;;Self Support;;;;;;;692824014
255;C;Active;AP;Macapá;-3,285252;-46,504046;H;A;Y;C;29/04/2015;0;40.4;40.4;N;Self Support;N;;;;;;692824073
256;D;Active;AP;Macapá;-3,235853;-46,045838;G;A;Y;C;30/06/2012;0;40;40;N;Self Support;N;;;;;;692824227
257;C;Active;AP;Macapá;-3,323602;-46,543469;H;A;Y;C;29/04/2015;;;54;N;Self Support;N;;X;;;;692901736
258;C;Active;AP;Macapá;-3,52086;-45,82236;G;B;Y;C;02/12/2008;0;41;40;N;Self Support;N;;;;;;692901868
259;D;Active;AP;Macapá;-3,644255;-46,432245;G;A;Y;C;31/08/2012;;;60;N;Self Support;Y;;;;;;692904093
260;C;Active;AP;Macapá;-3,303881;-46,442246;G;B;Y;C;03/06/2009;0;60;60;N;Self Support;N;;;;;;693003243
261;A;Active;AP;Macapá;-3,326044;-46,235567;A;A;Y;C;18/06/2018;0;24;24;;Monopole;;;;;;;693006013
262;D;Active;AP;Macapá;-3,320553;-42,005634;G;A;Y;C;31/08/2012;;;40;N;Self Support;N;;;;;;693006196
263;A;Active;AP;Macapá;-3,355022;-46,830556;A;A;Y;C;18/06/2018;0;18;18;;Self Support;;;;;;;693139838
264;C;Active;AP;Macapá;-3,554539;-46,045687;G;B;Y;C;25/04/2009;0;60;60;N;Self Support;N;;;;;;695309625
265;A;Active;BA;Salvador;-3,084222;-46,055344;A;A;Y;C;19/11/2014;;;30;;Self Support;;;;;;;695310305
266;C;Active;BA;Salvador;-3,555203;-46,042232;H;A;Y;C;29/04/2015;;;42;N;Self Support;N;;X;;;;695311212
267;A;Active;BA;Salvador;-3,564556;-46,024556;A;A;Y;C;19/11/2014;;;30;;Self Support;;;;;;;695315056
268;A;Active;BA;Salvador;-3,038322;-46,022883;A;A;Y;C;19/11/2014;;;30;;Self Support;;;;;;;695370855
269;E;Active;BA;Salvador;-4,465232;-68,535452;H;A;Y;C;29/11/2013;;;50;N;Self Support;N;;;;;;695462148
270;A;Active;BA;Salvador;-2,234444;-52,02;A;A;Y;C;01/09/2017;0;58;58;;Guyed;;;;;;;695597060
271;C;Active;BA;Salvador;-8,254542;-62,432442;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;695600273
272;D;Active;BA;Salvador;-8,254248;-62,432057;G;A;Y;C;30/03/2012;0;40;40;N;Self Support;N;;;;;;699474558
273;C;Active;BA;Salvador;-8,226454;-62,445624;H;A;Y;C;29/04/2015;;;82;N;Self Support;N;;X;;;;699658187
274;D;Active;BA;Salvador;-8,220436;-62,444803;G;A;Y;C;31/08/2012;;;40.8;N;Self Support;N;;;;;;699658330
275;A;Active;BA;Salvador;-6,544889;-64,484056;A;A;Y;C;19/11/2014;;;27;;Monopole;;;;;;;699659000
276;D;Active;BA;Salvador;-4,828333;-66,836025;G;A;Y;C;31/08/2012;;;39.69;N;Self Support;N;;;;;;699660050
277;A;Active;BA;Salvador;-4,248883;-53,888883;A;A;Y;C;14/07/2017;0;12;12;;Self Support;;;;;;;699660084
278;D;Active;BA;Salvador;-4,532246;-53,825689;G;A;Y;C;30/06/2012;0;40;40;N;Self Support;N;;;;;;699660122
279;C;Active;BA;Salvador;-4,033822;-64,542255;H;A;Y;C;29/04/2015;0;40;40;N;Self Support;N;;;;;;699661072
280;D;Active;BA;Salvador;-4,508564;-64,544065;G;A;Y;C;31/08/2012;;;80;N;Guyed;N;;;;;;699661218
281;C;Active;BA;Salvador;-4,035466;-64,545467;H;A;Y;C;30/09/2015;0;80;80;N;Self Support;N;;X;X;;;699661390
282;E;Active;BA;Salvador;-2,445562;-20,024253;H;A;Y;C;29/11/2013;;50;50;N;Self Support;N;;X;;;;699728754
283;E;Active;BA;Salvador;-2,544455;-22,528556;H;A;Y;C;29/11/2013;;;50;N;Self Support;N;;;;;;1000029147
284;D;Active;BA;Salvador;-2,052825;-25,68832;G;A;Y;C;04/12/2012;;;40;N;Self Support;N;;;;;;1000068983
285;A;Active;BA;Salvador;-4,254866;-60,220222;A;A;Y;C;01/09/2017;0;18;18;;Guyed;;;;;;;1000069068
286;C;Active;BA;Salvador;-4,222055;-60,530562;F;B;Y;C;06/01/2014;;70;70;N;Self Support;N;;;;;;1000069297
287;C;Active;BA;Salvador;-4,034444;-60,442222;H;A;N;B;30/09/2015;0;2;2;N;Mastil;N;;;;;;1000069467
288;C;Active;BA;Salvador;-4,222507;-60,528805;H;A;Y;C;16/12/2015;0;69.5;69.5;;Self Support;;;;;;;1000069629
289;C;Active;BA;Salvador;-4,263225;-60,534423;G;B;Y;C;15/10/2014;;40;40;N;Self Support;N;;;;;;1000069998
290;C;Active;BA;Salvador;-4,525225;-60,505562;G;B;Y;C;13/03/2015;;40;40;N;Self Support;N;;;;;;1000070210
291;C;Active;BA;Salvador;-4,565436;-60,084648;I;B;Y;C;19/02/2015;0;40;40;N;Self Support;N;;;;;;1000070260
292;C;Active;BA;Salvador;-4,224435;-60,585053;G;B;Y;C;05/12/2014;;40;40;N;Self Support;N;;;;;;1000071470
293;C;Active;BA;Salvador;-4,545259;-58,440203;G;B;Y;C;18/08/2014;;40;40;N;Self Support;N;;;;;;1000071496
294;A;Active;BA;Salvador;-4,435483;-58,456555;A;A;Y;C;14/07/2017;0;33;33;;Self Support;;;;;;;1000072310
295;C;Active;BA;Salvador;-4,520555;-58,423556;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;1000072930
296;C;Active;BA;Salvador;-4,548056;-58,440844;H;A;Y;C;30/09/2015;;;80;N;Self Support;N;;;;;;1000072980
297;D;Active;BA;Salvador;-4,544486;-58,444336;G;A;Y;C;30/06/2012;0;42;42;N;Self Support;N;;;;;;1000073286
298;C;Active;BA;Salvador;-4,550806;-58,424344;G;B;Y;C;30/09/2014;0;40;40;N;Self Support;N;;;;;;1000073359
299;E;Active;BA;Salvador;-6,446251;-68,24504;H;A;Y;C;29/11/2013;;;40;N;Self Support;N;;X;;;;1000073553
300;E;Active;BA;Salvador;-4,425244;-66,064426;H;A;Y;C;29/11/2013;;;40;N;Self Support;N;;;;;;1000073685
301;A;Active;BA;Salvador;-2,246667;-66,266662;A;A;Y;C;19/11/2014;;;45;;Self Support;;;;;;;1000073707
302;C;Active;BA;Salvador;-4,232222;-60,622222;H;A;Y;C;30/09/2015;;;80;N;Self Support;N;;;;;;1000073820
303;D;Active;BA;Salvador;-4,238426;-60,624053;G;A;Y;C;30/03/2012;;;40;N;Monopole;Y;;;;;;1000267846
304;A;Active;BA;Salvador;-4,455844;-60,45;A;A;Y;C;18/06/2018;0;28;28;;Monopole;;;;;;;1000267951
305;A;Active;BA;Salvador;-4,424056;-60,455;A;A;Y;C;18/06/2018;0;23;23;;Monopole;;;;;;;1000268087
306;C;Active;BA;Salvador;-4,088336;-53,340343;B;B;Y;C;22/04/2008;0;41;40.5;N;Self Support;N;;X;X;;;1001517820
307;D;Active;BA;Salvador;-4,028565;-60,046224;I;A;Y;C;19/11/2014;0;45;45;N;Self Support;Y;;;;;;1001610447
308;E;Active;BA;Salvador;-4,084242;-60,022485;G;B;Y;A;06/08/2013;;;;;;;;;;;;1001882650
309;C;Active;BA;Salvador;-4,50205;-60,024429;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;X;;;;1002482914
310;C;Active;BA;Salvador;-4,523829;-60,026224;B;B;Y;B;26/06/2008;40;50;10;N;Special Rooftop;N;;X;;;;1002482990
311;A;Active;BA;Salvador;-4,025584;-60,628322;A;A;Y;C;19/11/2014;;;46;;Self Support;;;;;;;1003647291
312;E;Active;BA;Salvador;-2,333222;-60,002484;I;B;Y;A;23/12/2014;;;;;;;;;;;;1005113979
313;C;Active;BA;Salvador;-4,028335;-60,022344;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;X;;;;1005694823
314;D;Active;BA;Salvador;-4,022626;-60,062244;G;A;Y;C;30/03/2012;;;40;N;Self Support;Y;;;;;;693140011
315;C;Active;BA;Salvador;-4,544648;-60,024326;B;B;Y;B;26/05/2008;48;51;3;N;Mastil;N;;X;X;;;1007202111
316;D;Active;BA;Salvador;-4,546564;-60,020457;I;A;Y;B;19/11/2014;0;3;3;N;Mastil;N;;;;;;1007252011
317;A;Active;BA;Salvador;-4,052222;-53,833222;A;A;Y;C;01/09/2017;0;20;20;;Monopole;;;;;;;1007252038
318;E;Active;BA;Salvador;-4,040666;-53,322507;I;B;Y;A;23/12/2014;;;;;;;;;;;;1007259369
319;C;Active;BA;Salvador;-4,054253;-60,028435;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;;X;;;683269291
320;D;Active;BA;Salvador;-4,525455;-60,05304;G;A;Y;C;30/03/2012;0;42;42;N;Monopole;Y;;;;;;683270702
321;C;Active;BA;Salvador;-4,545484;-60,055335;B;B;Y;C;01/05/2008;0;41;41;N;Self Support;Y;;X;;;;683270800
322;D;Active;BA;Salvador;-4,508524;-60,024058;I;A;Y;B;19/11/2014;30;33;3;N;Mastil;N;;;;;;683271261
323;C;Active;BA;Salvador;-4,048443;-60,002344;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;X;;;;683271350
324;D;Active;BA;Salvador;-4,064551;-53,344435;G;A;Y;C;30/03/2012;;;40;N;Monopole;Y;;;;;;683271954
325;C;Active;BA;Salvador;-4,03252;-60,045424;B;B;Y;C;05/05/2008;0;41;41;N;Self Support;N;;X;;;;683273787
326;D;Active;BA;Salvador;-4,526525;-60,024652;I;A;Y;B;19/11/2014;47;50;3;N;Mastil;N;;;;;;691106398
327;C;Active;BA;Salvador;-4,088336;-53,340335;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;;;;;691425558
328;D;Active;BA;Salvador;-4,022452;-53,344622;G;A;Y;C;30/03/2012;;;40;N;Self Support;Y;;;;;;691432228
329;C;Active;BA;Salvador;-4,554552;-53,380464;B;B;Y;C;23/04/2008;0;41;41;N;Self Support;N;;X;;;;691537534
330;D;Active;BA;Salvador;-4,086264;-60,024508;I;A;Y;B;19/11/2014;57;60;3;N;Mastil;N;;;;;;692823107
331;C;Active;BA;Salvador;-4,055067;-53,344653;H;A;Y;C;29/04/2015;0;50;50;N;Monopole;N;;;;;;692988840
332;D;Active;BA;Salvador;-4,026405;-53,358825;G;A;Y;C;30/03/2012;;;40;N;Self Support;Y;;;;;;692989498
333;C;Active;BA;Salvador;-4,508444;-53,335223;B;B;Y;C;28/04/2008;0;41;41;N;Self Support;N;;X;;;;692999841
334;D;Active;BA;Salvador;-4,523253;-60,054425;I;A;Y;B;19/11/2014;0;3;3;N;Mastil;N;;;;;;695308700
335;C;Active;BA;Salvador;-4,523463;-60,022054;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;;;;;695315609
336;D;Active;BA;Salvador;-4,05455;-53,324885;G;A;Y;C;30/03/2012;;;60;N;Self Support;Y;;;;;;695550934
337;C;Active;BA;Salvador;-4,553246;-60,042224;B;B;Y;C;26/05/2008;0;53;53;N;Self Support;N;;X;;;;695564447
338;D;Active;BA;Salvador;-4,086042;-60,024636;I;A;Y;B;19/11/2014;50;65;15;N;Mastil;N;;;;;;696509750
339;C;Active;BA;Salvador;-4,526252;-60,053885;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;;;;;696511428
340;D;Active;BA;Salvador;-4,55884;-60,042264;G;A;Y;C;30/03/2012;0;30;30;N;Monopole;Y;;;;;;696570696
341;C;Active;BA;Salvador;-4,550666;-60,045335;B;B;Y;C;23/04/2008;0;41;41;N;Self Support;Y;;X;;;;699175070
342;D;Active;BA;Salvador;-4,546252;-60,024606;I;A;Y;B;19/11/2014;0;3;3;N;Mastil;N;;;;;;699321727
343;C;Active;BA;Salvador;-4,528443;-53,384435;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;X;;;;1003154236
344;D;Active;BA;Salvador;-4,06363;-53,34504;G;A;Y;C;30/03/2012;;;50;N;Monopole;Y;;;;;;1003908834
345;C;Active;BA;Salvador;-4,545506;-60,058435;B;B;Y;B;18/06/2008;55;61;6;N;Mastil;N;;X;;;;1003909105
346;D;Active;BA;Salvador;-4,540362;-60,020334;I;A;Y;B;19/11/2014;59;62;3;N;Mastil;N;;;;;;1493744
347;C;Active;BA;Salvador;-4,520665;-53,350566;H;A;Y;C;29/04/2015;;;50;N;Monopole;N;;X;;;;1493760
348;D;Active;BA;Salvador;-4,063222;-60,005444;G;A;Y;C;30/03/2012;;;40;N;Monopole;Y;;;;;;1739905
349;C;Active;BA;Salvador;-4,540506;-60,024252;B;B;Y;B;18/06/2008;28;40;12;N;Mastil;N;;X;;;;1746073
350;D;Active;BA;Salvador;-4,544565;-60,055335;I;A;Y;B;19/11/2014;0;3;3;N;Mastil;N;;X;;;;1746090
351;C;Active;BA;Salvador;-4,50355;-60,002506;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;;;;;1746146
352;D;Active;BA;Salvador;-4,058253;-60,505253;G;A;Y;C;30/03/2012;;;60;N;Monopole;Y;;;;;;1787055
353;C;Active;BA;Salvador;-4,500246;-60,053252;B;B;Y;C;11/07/2008;0;53;53;N;Self Support;N;;X;;;;1787063
354;D;Active;BA;Salvador;-4,54328;-60,025345;I;A;Y;B;19/11/2014;;27.8;3;N;Mastil;N;;;;;;355901250
355;C;Active;BA;Salvador;-4,540525;-60,02252;H;A;Y;B;29/04/2015;32;34;2;N;Mastil;N;;;;;;355901277
356;D;Active;BA;Salvador;-4,554522;-53,323452;G;A;Y;C;30/03/2012;0;40;40;N;Self Support;Y;;;;;;355901650
357;D;Active;BA;Salvador;-4,54234;-60,024235;I;A;Y;B;19/11/2014;73;76;3;N;Mastil;N;;;;;;355901684
358;C;Active;BA;Salvador;-4,034444;-53,836822;H;A;Y;C;29/04/2015;;;70;N;Self Support;N;;;;;;355901692
359;D;Active;BA;Salvador;-4,044462;-60,086336;G;A;Y;C;30/03/2012;0;59;59;N;Monopole;N;;;;;;355902940
360;D;Active;BA;Salvador;-4,544224;-60,052506;I;A;Y;C;19/11/2014;;;24;N;Self Support;N;;;;;;355902966
361;C;Active;BA;Salvador;-4,056222;-53,845257;H;A;Y;C;29/04/2015;;;60;N;Self Support;N;;;;;;355902974
362;D;Active;BA;Salvador;-4,054882;-53,355528;G;A;Y;C;30/03/2012;;;40;N;Monopole;Y;;;;;;355903008
363;C;Active;BA;Salvador;-4,032607;-60,045443;H;A;Y;B;29/04/2015;0;2;2;N;Mastil;N;;;;;;355903024
364;D;Active;BA;Salvador;-4,056222;-60,040335;G;A;Y;C;30/03/2012;;;40;N;Monopole;Y;;;;;;355903032
365;C;Active;BA;Salvador;-4,040248;-60,063567;H;A;Y;C;29/04/2015;0;50;50;N;Self Support;N;;X;;;;355903083
366;D;Active;BA;Salvador;-2,33053;-53,33234;G;A;Y;C;30/03/2012;;;40;N;Self Support;Y;;;;;;355903113
367;D;Active;BA;Salvador;-4,505655;-60,065844;A;A;Y;C;15/12/2017;0;40;40;;Self Support;;;;;;;355903148
368;D;Active;BA;Salvador;-4,553454;-53,383506;G;A;Y;C;30/03/2012;;;40;N;Self Support;Y;;;;;;355904268
369;C;Active;BA;Salvador;-4,064528;-60,020883;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;X;;;;355904438
370;D;Active;BA;Salvador;-4,540665;-53,335444;G;A;Y;C;30/03/2012;0;44;44;N;Self Support;N;;X;;;;355904454
371;C;Active;BA;Salvador;-0,028245;-53,326433;B;B;Y;C;01/07/2008;0;41;41;N;Self Support;N;;X;;;;356130770
372;C;Active;BA;Salvador;-4,044566;-53,388435;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;X;;;;379988330
373;D;Active;BA;Salvador;-4,00405;-60,045044;G;A;Y;C;30/03/2012;;;50;N;Monopole;Y;;;;;;422350940
374;C;Active;BA;Salvador;-4,520485;-53,334428;H;A;Y;C;29/04/2015;;;40;N;Monopole;N;;X;X;;;422351016
375;D;Active;BA;Salvador;-4,080052;-60,065344;G;A;Y;C;30/03/2012;;;40;N;Self Support;Y;;;;;;422351024
376;C;Active;BA;Salvador;-4,553525;-60,043563;B;B;Y;C;02/07/2008;0;51;51;N;Self Support;N;;X;;;;422351474
377;C;Active;BA;Salvador;-4,546284;-60,025468;H;A;Y;B;29/04/2015;40;42;2;N;Mastil;N;;;;;;422351652
378;D;Active;BA;Salvador;-2,384622;-60,024428;G;A;Y;C;30/03/2012;;;60;N;Monopole;N;;;;;;422351660
379;C;Active;BA;Salvador;-4,083828;-60,005336;B;B;Y;C;18/07/2008;0;51;51;N;Self Support;N;;X;;;;422351687
380;C;Active;BA;Salvador;-4,054464;-53,355335;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;426596242
381;D;Active;BA;Salvador;-4,028252;-53,348223;G;A;Y;C;30/03/2012;;;40;N;Self Support;Y;;;;;;426596293
382;C;Active;BA;Salvador;-4,035484;-60,045335;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;X;;;;441070159
383;D;Active;BA;Salvador;-4,050354;-53,344482;G;A;Y;C;30/06/2012;0;40;40;N;Self Support;Y;;;;;;441070213
384;C;Active;BA;Salvador;-2,335435;-60,008252;F;B;Y;C;17/12/2013;;45;45;N;Self Support;N;;;;;;441071244
385;C;Active;BA;Salvador;-4,522051;-53,348435;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;441071953
386;D;Active;BA;Salvador;-4,528825;-60,05402;G;A;Y;C;30/06/2012;;;40;N;Self Support;Y;;;;;;442802633
387;C;Active;BA;Salvador;-4,028254;-60,064846;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;443384215
388;D;Active;BA;Salvador;-4,04225;-53,3262;G;A;Y;C;30/06/2012;;;40;N;Self Support;Y;;;;;;444268251
389;C;Active;BA;Salvador;-4,026252;-60,004436;F;B;Y;C;18/12/2013;;45;45;N;Self Support;N;;;;;;511484470
390;C;Active;BA;Salvador;-4,548443;-53,362666;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;523075227
391;D;Active;BA;Salvador;-4,044504;-53,344344;G;A;Y;C;30/06/2012;;;40;N;Self Support;Y;;;;;;534771025
392;C;Active;BA;Salvador;-4,052605;-53,322506;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;;;;;534771092
393;D;Active;BA;Salvador;-4,033455;-53,345222;G;A;Y;C;30/06/2012;;;50;N;Self Support;Y;;;;;;534771130
394;C;Active;BA;Salvador;-4,025665;-53,338252;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;534771165
395;D;Active;BA;Salvador;-4,025245;-53,330242;G;A;Y;C;30/06/2012;;;40;N;Guyed;Y;;;;;;534771173
396;C;Active;BA;Salvador;-4,002606;-53,380443;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;534771319
397;D;Active;BA;Salvador;-2,383543;-60,054806;G;A;Y;C;30/06/2012;0;61;61;N;Self Support;Y;;X;;;;534771351
398;C;Active;BA;Salvador;-4,05455;-60,044429;F;B;Y;C;23/12/2013;;;45;N;Self Support;N;;;;;;534872301
399;C;Active;BA;Salvador;-4,548443;-53,385565;H;A;Y;C;29/04/2015;;;40;N;Self Support;N;;X;;;;534872336
400;D;Active;BA;Salvador;-4,502885;-60,045444;G;A;Y;C;30/06/2012;;;45;N;Self Support;Y;;;;;;534912745
401;C;Active;BA;Salvador;-4,085665;-53,882665;H;A;Y;C;29/04/2015;;;50;N;Self Support;N;;;;;;535651627
402;D;Active;BA;Salvador;-2,362328;-60,055024;G;A;Y;C;30/06/2012;0;50;50;N;Self Support;Y;;;;;;535839898
403;C;Active;BA;Salvador;-2,384822;-60,052666;F;B;Y;C;07/03/2014;;50;50;N;Self Support;N;;;;;;535840063
404;C;Active;BA;Salvador;-4,054833;-60,042454;H;A;Y;C;29/04/2015;0;46;46;N;Self Support;N;;;;;;535840152
405;D;Active;BA;Salvador;-4,085028;-60,044555;G;A;Y;C;30/06/2012;0;50;50;N;Self Support;Y;;;;;;535847580
406;C;Active;BA;Salvador;-2,326605;-60,026432;F;B;Y;C;02/12/2013;;;50;N;Self Support;N;;;;;;535847890
407;C;Active;BA;Salvador;-4,552429;-60,024429;H;A;N;B;29/04/2015;0;15;15;N;Mastil;N;;;;;;535847998
408;D;Active;BA;Salvador;-4,028325;-53,385245;G;A;Y;C;30/06/2012;;;50;N;Self Support;Y;;;;;;535848030
409;C;Active;BA;Salvador;-2,322051;-60,002665;F;B;Y;C;25/11/2013;;;50;N;Self Support;N;;X;;;;535852355
410;C;Active;BA;Salvador;-4,50255;-60,00244;H;A;Y;B;29/04/2015;49;51;2;N;Mastil;N;;;;;;535856610
411;D;Active;BA;Salvador;-4,062234;-60,005584;G;A;Y;C;30/06/2012;;;50;N;Self Support;Y;;;;;;535856628
412;D;Active;BA;Salvador;-4,002885;-60,00305;G;A;Y;C;30/06/2012;0;42.8;42.8;N;Self Support;Y;;;;;;536425973
413;C;Active;BA;Salvador;-4,028056;-60,008444;H;A;Y;C;30/09/2015;;;40;N;Self Support;N;;X;;;;679348948
414;D;Active;BA;Salvador;-4,554444;-53,345253;G;A;Y;C;30/06/2012;;;60;N;Self Support;Y;;;;;;684050307
415;C;Active;BA;Salvador;-4,052429;-60,055222;F;B;Y;C;22/01/2014;;50;50;N;Self Support;N;;;;;;684126567
416;C;Active;BA;Salvador;-4,502606;-53,34305;I;B;Y;C;19/12/2014;;40;40;N;Self Support;N;;;;;;684127237
417;C;Active;BA;Salvador;-4,000222;-53,338889;H;A;Y;C;30/09/2015;;;50;N;Self Support;N;;;;;;684354233
418;C;Active;BA;Salvador;-4,060485;-53,345829;I;B;Y;C;06/08/2014;;40;40;N;Self Support;N;;;;;;684354330
